level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	saint george	1.6	37.1041667	-113.5833333						[37.1, 37.1]	[-113.6, -113.6]	USXUA724755	igra2	1957	1957	24755	0-20300-0-24755	['85', '38', '106', '107']
0	0		ST. GEORGE	37.1	-113.6	895.0				24755	1957.0	1957.0	True	0.0		0-20300-0-24755	IGRA2	saint george	1.6	37.1041667	-113.5833333	USXUA724755					[37.1, 37.1]	[-113.6, -113.6]	USXUA724755	igra2	1957	1957	24755	0-20300-0-24755	['85', '38', '106', '107']
0	0		ST GEORGE MUNI AP	37.1	-113.6	899.1600000000001				23186	19950101.0	99991231.0		0.0		0-20500-0-23186	WBAN	saint george	1.6	37.1041667	-113.5833333						[37.1, 37.1]	[-113.6, -113.6]	USXUA724755	igra2	1957	1957	24755	0-20300-0-24755	['85', '38', '106', '107']
1	1		ST GEORGE MUNI AP	37.1	-113.6	899.1600000000001				23186	19760901.0	19901213.0		0.0		0-20500-0-23186	WBAN	saint george	1.6	37.1041667	-113.5833333						[37.1, 37.1]	[-113.6, -113.6]	USXUA724755	igra2	1957	1957	24755	0-20300-0-24755	['85', '38', '106', '107']
2	2		ST GEORGE MUNI AP	37.1	-113.6	899.1600000000001				23186	19901213.0	19950101.0		0.0		0-20500-0-23186	WBAN	saint george	1.6	37.1041667	-113.5833333						[37.1, 37.1]	[-113.6, -113.6]	USXUA724755	igra2	1957	1957	24755	0-20300-0-24755	['85', '38', '106', '107']
3	3		ST GEORGE	37.1	-113.6	894.8928000000001				3140	19580901.0	19581031.0		0.0		0-20500-0-3140	WBAN	saint george	1.6	37.1041667	-113.5833333						[37.1, 37.1]	[-113.6, -113.6]	USXUA724755	igra2	1957	1957	24755	0-20300-0-24755	['85', '38', '106', '107']
4	4		ST GEORGE TEAM 22	37.1	-113.6	894.8928000000001				3121	19530301.0	19570930.0		0.0		0-20500-0-3121	WBAN	saint george	1.6	37.1041667	-113.5833333						[37.1, 37.1]	[-113.6, -113.6]	USXUA724755	igra2	1957	1957	24755	0-20300-0-24755	['85', '38', '106', '107']
5	5		ST GEORGE MUNI AP	37.08	-113.6	885.7488000000001				23186	19451215.0	19480621.0		2.2		0-20500-0-23186	WBAN	saint george	1.6	37.1041667	-113.5833333						[37.1, 37.1]	[-113.6, -113.6]	USXUA724755	igra2	1957	1957	24755	0-20300-0-24755	['85', '38', '106', '107']
6	6		ST GEORGE CAA AIRPORT	37.05	-113.52	883.6152000000001				93198	19480621.0	19550110.0		9.0		0-20500-0-93198	WBAN	saint george	1.6	37.1041667	-113.5833333						[37.1, 37.1]	[-113.6, -113.6]	USXUA724755	igra2	1957	1957	24755	0-20300-0-24755	['85', '38', '106', '107']
7	7		GUNLOCK	37.28	-113.75	1006.1448				93160	19361101.0	19400331.0		24.0		0-20500-0-93160	WBAN	saint george	1.6	37.1041667	-113.5833333						[37.1, 37.1]	[-113.6, -113.6]	USXUA724755	igra2	1957	1957	24755	0-20300-0-24755	['85', '38', '106', '107']
0	0															0-20400-0-nan	CHUAN	saint george	1.6	37.1041667	-113.5833333						[37.1, 37.1]	[-113.6, -113.6]	USXUA724755	igra2	1957	1957	24755	0-20300-0-24755	['85', '38', '106', '107']
0	0		"(made up station ID) St. George AP (operated by US Air Force ""Team 22""), UT (WBAN=03121)"	37.1	-113.6	-999.0				74525				0.0		0-20600-0-74525	SCHROEDER	saint george	1.6	37.1041667	-113.5833333		74525.0	3053.0	1957-04-17 00:00:00	1957-04-17 00:00:00	[37.1, 37.1]	[-113.6, -113.6]	USXUA724755	igra2	1957	1957	24755	0-20300-0-24755	['85', '38', '106', '107']
0	0															0-20700-0-nan	WMO	saint george	1.6	37.1041667	-113.5833333						[37.1, 37.1]	[-113.6, -113.6]	USXUA724755	igra2	1957	1957	24755	0-20300-0-24755	['85', '38', '106', '107']
